"","Datum","Warengruppe","Umsatz","wochentag","jahreszeit","holiday","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","spl"
"1391",2018-06-02,1,145.082493830242,"Saturday","Sommer",FALSE,NA,1,22.8875,10,5,TRUE
"1392",2018-06-03,1,78.971045287569,"Sunday","Sommer",FALSE,NA,7,19.275,9,0,TRUE
"1393",2018-06-04,1,130.480133704068,"Monday","Sommer",FALSE,NA,5,19.25,14,20,TRUE
"1394",2018-06-05,1,149.0974286003,"Tuesday","Sommer",FALSE,NA,0,19.7,10,5,TRUE
"1395",2018-06-06,1,125.51279931351,"Wednesday","Sommer",FALSE,NA,0,22.15,14,5,TRUE
"1396",2018-06-07,1,130.135052932173,"Thursday","Sommer",FALSE,NA,0,23.6875,10,NA,TRUE
"1397",2018-06-08,1,133.461558814522,"Friday","Sommer",FALSE,NA,0,22.7375,9,0,TRUE
"1398",2018-06-09,1,196.77276590343,"Saturday","Sommer",FALSE,NA,6,22.1125,7,61,TRUE
"1399",2018-06-11,1,167.589367834019,"Monday","Sommer",FALSE,NA,6,18.5125,15,NA,TRUE
"1400",2018-06-12,1,118.251386322568,"Tuesday","Sommer",FALSE,NA,8,15.3125,12,20,TRUE
"1401",2018-06-13,1,139.415611673776,"Wednesday","Sommer",FALSE,NA,7,16.4,14,61,TRUE
"1402",2018-06-14,1,185.371307862245,"Thursday","Sommer",FALSE,NA,5,20.9,10,NA,TRUE
"1403",2018-06-15,1,178.358896719133,"Friday","Sommer",FALSE,NA,4,19.2,7,0,TRUE
"1404",2018-06-16,1,165.240825926878,"Saturday","Sommer",FALSE,1,5,21.325,7,95,TRUE
"1405",2018-06-17,1,131.774736746731,"Sunday","Sommer",FALSE,1,5,18.275,12,61,TRUE
"1406",2018-06-18,1,150.60898110442,"Monday","Sommer",FALSE,1,7,17.6375,9,61,TRUE
"1407",2018-06-19,1,134.103229549554,"Tuesday","Sommer",FALSE,1,3,19.2375,16,21,TRUE
"1408",2018-06-20,1,187.760363692391,"Wednesday","Sommer",FALSE,1,3,23.65,13,0,TRUE
"1409",2018-06-21,1,137.380800589863,"Thursday","Sommer",FALSE,1,7,11.5625,15,65,TRUE
"1410",2018-06-22,1,173.94005241559,"Friday","Sommer",FALSE,1,5,15.575,20,61,TRUE
"1411",2018-06-23,1,228.688308197952,"Saturday","Sommer",FALSE,1,7,14.3,18,61,TRUE
"1412",2018-06-24,1,96.8397776549712,"Sunday","Sommer",FALSE,1,6,16.2375,10,21,TRUE
"1413",2018-06-25,1,147.963260084348,"Monday","Sommer",FALSE,NA,6,17.175,13,21,TRUE
"1414",2018-06-26,1,126.72717073825,"Tuesday","Sommer",FALSE,NA,3,20.075,6,21,TRUE
"1415",2018-06-27,1,98.3742739147763,"Wednesday","Sommer",FALSE,NA,0,22.0125,11,5,TRUE
"1416",2018-06-28,1,153.222912713889,"Thursday","Sommer",FALSE,NA,0,22.125,9,0,TRUE
"1417",2018-06-29,1,124.38040536437,"Friday","Sommer",FALSE,NA,0,21.85,15,5,TRUE
"1418",2018-07-01,1,106.398295888854,"Sunday","Sommer",FALSE,NA,0,21.0625,12,5,TRUE
"1419",2018-07-02,1,149.330712948602,"Monday","Sommer",FALSE,NA,0,22.525,11,5,TRUE
"1420",2018-07-05,1,116.912047862458,"Thursday","Sommer",FALSE,NA,7,17.5,12,20,TRUE
"1421",2018-07-06,1,125.795744991444,"Friday","Sommer",FALSE,NA,0,20.5125,18,5,TRUE
"1422",2018-07-07,1,191.54454865792,"Saturday","Sommer",FALSE,NA,0,20.25,19,5,TRUE
"1423",2018-07-08,1,91.3700330488367,"Sunday","Sommer",FALSE,NA,0,23,10,5,TRUE
"1424",2018-07-10,1,161.388287131381,"Tuesday","Sommer",FALSE,NA,2,18.675,15,5,TRUE
"1425",2018-07-11,1,182.146767161495,"Wednesday","Sommer",FALSE,NA,7,19.625,12,21,TRUE
"1426",2018-07-12,1,207.879339995873,"Thursday","Sommer",FALSE,NA,1,26.075,14,NA,TRUE
"1427",2018-07-13,1,212.722414977186,"Friday","Sommer",FALSE,NA,0,23.975,13,5,TRUE
"1428",2018-07-14,1,212.000188627887,"Saturday","Sommer",FALSE,NA,7,17.7625,12,0,TRUE
"1429",2018-07-15,1,119.132803761786,"Sunday","Sommer",FALSE,NA,2,23.2,9,5,TRUE
"1430",2018-07-19,1,200.859004330066,"Thursday","Sommer",FALSE,NA,2,22.575,13,NA,TRUE
"1431",2018-07-22,1,130.857888069408,"Sunday","Sommer",FALSE,NA,1,25.0375,13,5,TRUE
"1432",2018-07-24,1,157.350119671548,"Tuesday","Sommer",FALSE,NA,0,28.1,10,5,TRUE
"1433",2018-07-26,1,202.537258911938,"Thursday","Sommer",FALSE,NA,0,28.875,12,5,TRUE
"1434",2018-07-29,1,129.801991483483,"Sunday","Sommer",FALSE,NA,0,24.55,6,NA,TRUE
"1435",2018-07-30,1,148.541339807983,"Monday","Sommer",FALSE,NA,6,27.7875,10,21,TRUE
"1436",2018-07-31,1,123.075681762413,"Tuesday","Sommer",FALSE,NA,5,31.2875,11,NA,TRUE
"1437",2018-08-02,1,184.602015250426,"Thursday","Sommer",FALSE,NA,0,26.1875,10,0,TRUE
"1438",2018-08-03,1,186.074698075048,"Friday","Sommer",FALSE,NA,1,27.6625,10,0,TRUE
"1439",2018-08-04,1,194.712701006953,"Saturday","Sommer",FALSE,NA,4,25.1375,12,NA,TRUE
"1440",2018-08-05,1,97.2065935638755,"Sunday","Sommer",FALSE,NA,7,21.3,14,61,TRUE
"1441",2018-08-06,1,166.783435864976,"Monday","Sommer",FALSE,NA,0,23.1,5,0,TRUE
"1442",2018-08-07,1,143.221137471447,"Tuesday","Sommer",FALSE,NA,0,32.671428,7,NA,TRUE
"1443",2018-08-08,1,122.981555707127,"Wednesday","Sommer",FALSE,NA,4,28.15,10,NA,TRUE
"1444",2018-08-09,1,161.955145073299,"Thursday","Sommer",FALSE,NA,5,24.575,13,21,TRUE
"1445",2018-08-11,1,168.158392923536,"Saturday","Sommer",FALSE,NA,6,15.5,13,61,TRUE
"1446",2018-08-12,1,74.0189199976427,"Sunday","Sommer",FALSE,NA,7,18.375,9,61,TRUE
"1447",2018-08-13,1,193.715640168979,"Monday","Sommer",FALSE,NA,7,21.9125,8,61,TRUE
"1448",2018-08-14,1,190.852468728321,"Tuesday","Sommer",FALSE,NA,5,21.8,16,61,TRUE
"1449",2018-08-15,1,150.014600973985,"Wednesday","Sommer",FALSE,NA,6,21.9875,13,21,TRUE
"1450",2018-08-16,1,165.281856975798,"Thursday","Sommer",FALSE,NA,3,25.075,9,0,TRUE
"1451",2018-08-17,1,183.61826622021,"Friday","Sommer",FALSE,NA,7,19.55,9,61,TRUE
"1452",2018-08-18,1,286.4285836037,"Saturday","Sommer",FALSE,NA,4,21.75,10,NA,TRUE
"1453",2018-08-19,1,114.56491534131,"Sunday","Sommer",FALSE,NA,7,21.3875,10,NA,TRUE
"1454",2018-08-21,1,167.876466720315,"Tuesday","Sommer",FALSE,NA,4,19.7875,8,NA,TRUE
"1455",2018-08-22,1,158.707824679993,"Wednesday","Sommer",FALSE,NA,0,26.6375,8,NA,TRUE
"1456",2018-08-23,1,196.983337005769,"Thursday","Sommer",FALSE,NA,5,22.575,11,5,TRUE
"1457",2018-08-24,1,134.813042303878,"Friday","Sommer",FALSE,NA,5,17.1,15,61,TRUE
"1458",2018-08-25,1,210.894910964755,"Saturday","Sommer",FALSE,NA,7,12.9,6,63,TRUE
"1459",2018-08-26,1,116.037717397677,"Sunday","Sommer",FALSE,NA,3,16.9875,12,21,TRUE
"1460",2018-08-27,1,145.158367443176,"Monday","Sommer",FALSE,NA,6,16.5375,13,63,TRUE
"1461",2018-08-28,1,157.917157032248,"Tuesday","Sommer",FALSE,NA,6,18.6125,9,61,TRUE
"1462",2018-08-29,1,159.892897160801,"Wednesday","Sommer",FALSE,NA,0,22.7,12,0,TRUE
"1463",2018-08-30,1,159.274240342795,"Thursday","Sommer",FALSE,NA,7,15.4625,13,63,TRUE
"1464",2018-08-31,1,162.511769237234,"Friday","Sommer",FALSE,NA,4,18.725,11,0,TRUE
"1465",2018-09-01,1,126.205013596051,"Saturday","Herbst",FALSE,NA,2,18.1125,8,NA,TRUE
"1466",2018-09-02,1,86.9732218228749,"Sunday","Herbst",FALSE,NA,1,18.95,11,5,TRUE
"1467",2018-09-04,1,156.661618144109,"Tuesday","Herbst",FALSE,NA,1,20.525,11,5,TRUE
"1468",2018-09-05,1,123.290387701397,"Wednesday","Herbst",FALSE,NA,2,20.2875,11,0,TRUE
"1469",2018-09-06,1,169.394619156374,"Thursday","Herbst",FALSE,NA,0,21.275,11,0,TRUE
"1470",2018-09-07,1,134.470142491038,"Friday","Herbst",FALSE,NA,7,17.475,12,61,TRUE
"1471",2018-09-08,1,128.666129881691,"Saturday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1472",2018-09-10,1,133.644968355272,"Monday","Herbst",FALSE,NA,5,19.2375,12,NA,TRUE
"1473",2018-09-13,1,168.001619977426,"Thursday","Herbst",FALSE,NA,4,17.3375,7,0,TRUE
"1474",2018-09-14,1,151.756811701033,"Friday","Herbst",FALSE,NA,3,17.1125,9,NA,TRUE
"1475",2018-09-16,1,87.6376515136746,"Sunday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1476",2018-09-17,1,169.672756886252,"Monday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1477",2018-09-18,1,164.215439001854,"Tuesday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1478",2018-09-19,1,125.025418823638,"Wednesday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1479",2018-09-20,1,179.593733748653,"Thursday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1480",2018-09-21,1,130.208769715348,"Friday","Herbst",FALSE,NA,6,14.957142,16,61,TRUE
"1481",2018-09-22,1,184.439519635154,"Saturday","Herbst",FALSE,NA,4,13.025,20,61,TRUE
"1482",2018-09-23,1,74.6249551733952,"Sunday","Herbst",FALSE,NA,6,11.65,6,61,TRUE
"1483",2018-09-24,1,137.102756860325,"Monday","Herbst",FALSE,NA,2,11.2875,17,21,TRUE
"1484",2018-09-25,1,100.411548693478,"Tuesday","Herbst",FALSE,NA,3,12.7625,9,0,TRUE
"1485",2018-09-27,1,162.922072204756,"Thursday","Herbst",FALSE,NA,7,17.6,13,0,TRUE
"1486",2018-09-28,1,125.039774268398,"Friday","Herbst",FALSE,NA,1,12.8625,15,21,TRUE
"1487",2018-09-29,1,184.464972103049,"Saturday","Herbst",FALSE,NA,6,13.1,10,61,TRUE
"1488",2018-09-30,1,44.4865621376794,"Sunday","Herbst",FALSE,NA,5,13.9625,12,21,TRUE
"1489",2018-10-03,1,55.3427961821981,"Wednesday","Herbst",TRUE,NA,4,12.2875,18,21,TRUE
"1490",2018-10-05,1,107.907458485512,"Friday","Herbst",FALSE,NA,0,18.1125,8,5,TRUE
"1491",2018-10-06,1,151.0462109399,"Saturday","Herbst",FALSE,NA,1,14.3375,6,10,TRUE
"1492",2018-10-07,1,79.182225364712,"Sunday","Herbst",FALSE,NA,1,11.4,10,5,TRUE
"1493",2018-10-08,1,193.801418644681,"Monday","Herbst",FALSE,NA,5,13.0625,10,NA,TRUE
"1494",2018-10-09,1,133.323303967422,"Tuesday","Herbst",FALSE,NA,3,15.125,9,0,TRUE
"1495",2018-10-10,1,114.345955802533,"Wednesday","Herbst",FALSE,NA,0,17.1,6,10,TRUE
"1496",2018-10-12,1,141.635966878445,"Friday","Herbst",FALSE,NA,0,21.4125,7,NA,TRUE
"1497",2018-10-14,1,101.342342389113,"Sunday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1498",2018-10-16,1,100.049658279481,"Tuesday","Herbst",FALSE,NA,7,19.0625,6,10,TRUE
"1499",2018-10-17,1,110.560662673864,"Wednesday","Herbst",FALSE,NA,2,20.8375,5,5,TRUE
"1500",2018-10-18,1,138.635818915537,"Thursday","Herbst",FALSE,NA,1,12.816666,12,5,TRUE
"1501",2018-10-19,1,142.857291829289,"Friday","Herbst",FALSE,NA,3,10.925,6,5,TRUE
"1502",2018-10-20,1,148.932885707985,"Saturday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1503",2018-10-21,1,66.6059399450434,"Sunday","Herbst",FALSE,NA,NA,NA,NA,NA,TRUE
"1504",2018-10-22,1,163.265793852077,"Monday","Herbst",FALSE,NA,2,11.1,14,0,TRUE
"1505",2018-10-23,1,120.201884589974,"Tuesday","Herbst",FALSE,NA,7,11.925,23,63,TRUE
"1506",2018-10-24,1,122.961654530722,"Wednesday","Herbst",FALSE,NA,4,10.357142,11,0,TRUE
"1507",2018-10-26,1,130.363571945753,"Friday","Herbst",FALSE,NA,7,10.325,9,63,TRUE
"1508",2018-10-27,1,116.630787946785,"Saturday","Herbst",FALSE,NA,7,5.8375,13,63,TRUE
"1509",2018-10-28,1,81.9235768948182,"Sunday","Herbst",FALSE,NA,2,5.5875,14,0,TRUE
"1510",2018-10-29,1,98.870124336678,"Monday","Herbst",FALSE,NA,7,7.3625,17,21,TRUE
"1511",2018-11-01,1,146.439675349162,"Thursday","Herbst",FALSE,NA,5,11.725,8,0,TRUE
"1512",2018-11-02,1,107.256844129281,"Friday","Herbst",FALSE,NA,6,10.675,12,61,TRUE
"1513",2018-11-06,1,112.39649658316,"Tuesday","Herbst",FALSE,NA,7,8.5375,5,45,TRUE
"1514",2018-11-07,1,136.445235331702,"Wednesday","Herbst",FALSE,NA,1,11.0875,4,28,TRUE
"1515",2018-11-08,1,142.028193401828,"Thursday","Herbst",FALSE,NA,6,11.625,7,20,TRUE
"1516",2018-11-09,1,86.8886475280672,"Friday","Herbst",FALSE,NA,7,9.3,6,61,TRUE
"1517",2018-11-10,1,106.860340945035,"Saturday","Herbst",FALSE,NA,7,11.425,8,61,TRUE
"1518",2018-11-15,1,150.023218835459,"Thursday","Herbst",FALSE,NA,2,10.35,6,5,TRUE
"1519",2018-11-16,1,132.061170873914,"Friday","Herbst",FALSE,NA,0,8.2625,7,10,TRUE
"1520",2018-11-18,1,154.903999060926,"Sunday","Herbst",FALSE,NA,7,6.75,14,0,TRUE
"1521",2018-11-19,1,151.107814341933,"Monday","Herbst",FALSE,NA,6,5.775,21,61,TRUE
"1522",2018-11-20,1,171.180143769552,"Tuesday","Herbst",FALSE,NA,7,4.725,16,NA,TRUE
"1523",2018-11-22,1,163.81252829809,"Thursday","Herbst",FALSE,NA,8,1.5125,9,21,TRUE
"1524",2018-11-23,1,164.407027282348,"Friday","Herbst",FALSE,NA,8,1.8875,6,10,TRUE
"1525",2018-11-25,1,110.285573763138,"Sunday","Herbst",FALSE,NA,8,5.1625,12,53,TRUE
"1526",2018-11-26,1,175.531432265921,"Monday","Herbst",FALSE,NA,7,4.95,12,61,TRUE
"1527",2018-11-27,1,138.763468933669,"Tuesday","Herbst",FALSE,NA,8,2.1625,3,NA,TRUE
"1528",2018-11-28,1,114.466032757839,"Wednesday","Herbst",FALSE,NA,3,1.5,10,5,TRUE
"1529",2018-11-29,1,192.401429117212,"Thursday","Herbst",FALSE,NA,7,3.3,10,61,TRUE
"1530",2018-11-30,1,140.727038734556,"Friday","Herbst",FALSE,NA,5,7.8375,8,NA,TRUE
"1531",2018-12-03,1,134.982934369408,"Monday","Winter",FALSE,NA,7,10.825,12,61,TRUE
"1532",2018-12-05,1,150.954867357986,"Wednesday","Winter",FALSE,NA,1,3.7375,6,0,TRUE
"1533",2018-12-07,1,149.156324942801,"Friday","Winter",FALSE,NA,7,10.825,9,61,TRUE
"1534",2018-12-09,1,105.331910087982,"Sunday","Winter",FALSE,NA,7,6.95,18,61,TRUE
"1535",2018-12-11,1,107.223641365503,"Tuesday","Winter",FALSE,NA,6,4.6375,11,NA,TRUE
"1536",2018-12-13,1,104.192506744859,"Thursday","Winter",FALSE,NA,7,2.925,10,61,TRUE
"1537",2018-12-14,1,95.8010438433166,"Friday","Winter",FALSE,NA,7,2.175,12,22,TRUE
"1538",2018-12-16,1,70.382894666998,"Sunday","Winter",FALSE,NA,7,0.2,9,NA,TRUE
"1539",2018-12-17,1,112.65963525951,"Monday","Winter",FALSE,NA,8,0.65,6,20,TRUE
"1540",2018-12-21,1,180.124660584472,"Friday","Winter",FALSE,NA,7,6.1125,9,61,TRUE
"1541",2018-12-22,1,117.547722952936,"Saturday","Winter",FALSE,NA,8,4.3,4,NA,TRUE
"1542",2018-12-23,1,47.7768365436555,"Sunday","Winter",FALSE,NA,7,6.45,9,61,TRUE
"1543",2018-12-24,1,222.886757282318,"Monday","Winter",TRUE,NA,7,2.5,10,22,TRUE
"1544",2018-12-29,1,154.763342495623,"Saturday","Winter",FALSE,NA,8,7.675,10,61,TRUE
"1545",2018-12-30,1,43.1213655054938,"Sunday","Winter",FALSE,NA,2,6.675,16,NA,TRUE
"1546",2018-12-31,1,263.59192930893,"Monday","Winter",TRUE,NA,7,7.3875,13,45,TRUE
"1547",2019-01-02,1,160.117027937975,"Wednesday","Winter",FALSE,NA,0,3.9125,20,0,TRUE
"1548",2019-01-03,1,115.105997832778,"Thursday","Winter",FALSE,NA,2,0.725,6,NA,TRUE
"1549",2019-01-04,1,112.736797021908,"Friday","Winter",FALSE,NA,7,5.55,15,61,TRUE
"1550",2019-01-07,1,182.110534896526,"Monday","Winter",FALSE,NA,8,5.9375,8,55,TRUE
"1551",2019-01-09,1,117.871483876398,"Wednesday","Winter",FALSE,NA,7,3.1375,22,0,TRUE
"1552",2019-01-10,1,142.195270594447,"Thursday","Winter",FALSE,NA,7,1.4,7,NA,TRUE
"1553",2019-01-12,1,170.27700110426,"Saturday","Winter",FALSE,NA,7,6.0875,13,61,TRUE
"1554",2019-01-13,1,47.4639099524029,"Sunday","Winter",FALSE,NA,7,7.6875,20,61,TRUE
"1555",2019-01-14,1,160.881577053706,"Monday","Winter",FALSE,NA,2,1.9375,18,5,TRUE
"1556",2019-01-15,1,136.392616539489,"Tuesday","Winter",FALSE,NA,7,6.6625,18,61,TRUE
"1557",2019-01-16,1,135.546703264229,"Wednesday","Winter",FALSE,NA,7,7.2125,14,61,TRUE
"1558",2019-01-17,1,133.258569781071,"Thursday","Winter",FALSE,NA,7,4.1875,15,61,TRUE
"1559",2019-01-18,1,119.701939694742,"Friday","Winter",FALSE,NA,1,1.2625,7,0,TRUE
"1560",2019-01-19,1,125.700190783672,"Saturday","Winter",FALSE,NA,2,0.925,4,49,TRUE
"1561",2019-01-20,1,87.7395139166952,"Sunday","Winter",FALSE,NA,1,0.85,4,10,TRUE
"1562",2019-01-21,1,153.025656170938,"Monday","Winter",FALSE,NA,6,-0.425,9,71,TRUE
"1563",2019-01-22,1,149.172252145887,"Tuesday","Winter",FALSE,NA,5,0.1375,9,10,TRUE
"1564",2019-01-23,1,121.527282454696,"Wednesday","Winter",FALSE,NA,4,-3.075,7,10,TRUE
"1565",2019-01-24,1,125.942286217546,"Thursday","Winter",FALSE,NA,8,-4.8125,6,22,TRUE
"1566",2019-01-25,1,108.356594654512,"Friday","Winter",FALSE,NA,8,-3.3875,6,71,TRUE
"1567",2019-01-26,1,175.415124838839,"Saturday","Winter",FALSE,NA,7,3.8375,7,61,TRUE
"1568",2019-01-27,1,49.3818313556252,"Sunday","Winter",FALSE,NA,8,4.9375,7,61,TRUE
"1569",2019-01-28,1,132.057383272139,"Monday","Winter",FALSE,NA,8,2.75,5,20,TRUE
"1570",2019-01-29,1,90.9705534799531,"Tuesday","Winter",FALSE,NA,6,1.575,7,68,TRUE
"1571",2019-01-30,1,118.126507405341,"Wednesday","Winter",FALSE,NA,5,1.6,10,NA,TRUE
"1572",2019-01-31,1,154.003417423589,"Thursday","Winter",FALSE,NA,7,1.4,7,20,TRUE
"1573",2019-02-01,1,107.743565871554,"Friday","Winter",FALSE,NA,7,-0.075,12,10,TRUE
"1574",2019-02-03,1,64.1784269171436,"Sunday","Winter",FALSE,NA,1,2.5,9,0,TRUE
"1575",2019-02-05,1,155.191494172636,"Tuesday","Winter",FALSE,NA,7,4.6375,11,61,TRUE
"1576",2019-02-06,1,155.457559674383,"Wednesday","Winter",FALSE,NA,7,3.6625,11,61,TRUE
"1577",2019-02-07,1,142.821337459683,"Thursday","Winter",FALSE,NA,7,6.0375,10,61,TRUE
"1578",2019-02-08,1,109.95362212503,"Friday","Winter",FALSE,NA,7,6.5,11,61,TRUE
"1579",2019-02-09,1,120.477239919547,"Saturday","Winter",FALSE,NA,7,7.4,18,61,TRUE
"1580",2019-02-10,1,78.1583018498252,"Sunday","Winter",FALSE,NA,7,5.125,7,61,TRUE
"1581",2019-02-11,1,165.093787069938,"Monday","Winter",FALSE,NA,2,5.9375,16,0,TRUE
"1582",2019-02-13,1,103.245962081149,"Wednesday","Winter",FALSE,NA,8,7.5375,13,20,TRUE
"1583",2019-02-16,1,182.678190795176,"Saturday","Winter",FALSE,NA,0,10.425,12,5,TRUE
"1584",2019-02-17,1,59.8869556751987,"Sunday","Winter",FALSE,NA,3,11.625,5,5,TRUE
"1585",2019-02-18,1,143.1408479218,"Monday","Winter",FALSE,NA,0,11.725,7,0,TRUE
"1586",2019-02-19,1,109.203984405727,"Tuesday","Winter",FALSE,NA,7,6.75,15,63,TRUE
"1587",2019-02-21,1,141.652854580498,"Thursday","Winter",FALSE,NA,8,7.675,12,61,TRUE
"1588",2019-02-22,1,108.452509010668,"Friday","Winter",FALSE,NA,4,4.125,11,0,TRUE
"1589",2019-02-23,1,118.208265452065,"Saturday","Winter",FALSE,NA,6,4.775,6,NA,TRUE
"1590",2019-02-24,1,99.8311873690383,"Sunday","Winter",FALSE,NA,0,9.6875,9,5,TRUE
"1591",2019-02-25,1,157.426487546605,"Monday","Winter",FALSE,NA,0,9.8125,9,21,TRUE
"1592",2019-02-26,1,132.211769264422,"Tuesday","Winter",FALSE,NA,0,10.85,7,5,TRUE
"1593",2019-02-27,1,91.3592677556238,"Wednesday","Winter",FALSE,NA,1,13.4125,10,5,TRUE
"1594",2019-02-28,1,121.703340957141,"Thursday","Winter",FALSE,NA,5,7.8875,11,21,TRUE
"1595",2019-03-01,1,118.784797126864,"Friday","Frueling",FALSE,NA,7,5.6375,8,NA,TRUE
"1596",2019-03-02,1,143.076484951611,"Saturday","Frueling",FALSE,NA,7,5.4,7,NA,TRUE
"1597",2019-03-03,1,79.2368281153512,"Sunday","Frueling",FALSE,NA,6,8.975,13,61,TRUE
"1598",2019-03-04,1,127.550159106772,"Monday","Frueling",FALSE,NA,6,7.5375,20,61,TRUE
"1599",2019-03-10,1,141.61884794173,"Sunday","Frueling",FALSE,NA,6,6.8875,10,21,TRUE
"1600",2019-03-12,1,120.480155836899,"Tuesday","Frueling",FALSE,NA,6,5.425,13,61,TRUE
"1601",2019-03-13,1,107.020422015878,"Wednesday","Frueling",FALSE,NA,7,5.8,15,63,TRUE
"1602",2019-03-14,1,158.77009369792,"Thursday","Frueling",FALSE,NA,7,5.5625,12,61,TRUE
"1603",2019-03-15,1,83.5542829945051,"Friday","Frueling",FALSE,NA,7,7.4875,25,61,TRUE
"1604",2019-03-16,1,123.529461993553,"Saturday","Frueling",FALSE,NA,7,5.5875,11,61,TRUE
"1605",2019-03-19,1,103.918631987102,"Tuesday","Frueling",FALSE,NA,3,7.0125,11,5,TRUE
"1606",2019-03-21,1,108.506269560221,"Thursday","Frueling",FALSE,NA,8,10.225,14,10,TRUE
"1607",2019-03-22,1,92.813326688581,"Friday","Frueling",FALSE,NA,7,9.7,6,20,TRUE
"1608",2019-03-23,1,168.239461407241,"Saturday","Frueling",FALSE,NA,6,10.2625,15,10,TRUE
"1609",2019-03-24,1,116.62751226765,"Sunday","Frueling",FALSE,NA,4,7.6625,12,0,TRUE
"1610",2019-03-26,1,120.92294013116,"Tuesday","Frueling",FALSE,NA,7,7.8375,16,21,TRUE
"1611",2019-03-27,1,122.145028348693,"Wednesday","Frueling",FALSE,NA,8,8.375,14,61,TRUE
"1612",2019-03-28,1,149.713168570792,"Thursday","Frueling",FALSE,NA,8,10.7,9,NA,TRUE
"1613",2019-03-29,1,133.436630134643,"Friday","Frueling",FALSE,NA,5,12.1125,11,21,TRUE
"1614",2019-03-30,1,153.84457227233,"Saturday","Frueling",FALSE,NA,1,15.5,11,5,TRUE
"1615",2019-03-31,1,74.8212658412747,"Sunday","Frueling",FALSE,NA,0,7.6625,13,5,TRUE
"1616",2019-04-01,1,245.619265173092,"Monday","Frueling",FALSE,NA,0,8.05,13,5,TRUE
"1617",2019-04-02,1,173.764451226688,"Tuesday","Frueling",FALSE,NA,0,11.685714,10,5,TRUE
"1618",2019-04-04,1,140.259228476536,"Thursday","Frueling",FALSE,NA,NA,NA,NA,NA,TRUE
"1619",2019-04-06,1,221.544972616069,"Saturday","Frueling",FALSE,NA,0,12.7625,10,10,TRUE
"1620",2019-04-08,1,141.504883712471,"Monday","Frueling",FALSE,NA,1,9.1125,16,5,TRUE
"1621",2019-04-11,1,184.305559932074,"Thursday","Frueling",FALSE,NA,7,5.3375,12,22,TRUE
"1622",2019-04-13,1,191.256804361095,"Saturday","Frueling",FALSE,NA,7,3.475,16,68,TRUE
"1623",2019-04-14,1,105.92675763505,"Sunday","Frueling",FALSE,NA,7,5.9375,16,61,TRUE
"1624",2019-04-16,1,160.587858185976,"Tuesday","Frueling",FALSE,NA,0,8.4375,15,5,TRUE
"1625",2019-04-17,1,195.838383496701,"Wednesday","Frueling",FALSE,NA,0,11.6625,14,5,TRUE
"1626",2019-04-18,1,311.14566336704,"Thursday","Frueling",FALSE,NA,0,13.0125,14,5,TRUE
"1627",2019-04-20,1,382.439182826668,"Saturday","Frueling",FALSE,NA,0,13.125,8,NA,TRUE
"1628",2019-04-21,1,86.1604301246431,"Sunday","Frueling",FALSE,NA,0,16.8125,10,NA,TRUE
"1629",2019-04-22,1,95.1681111032625,"Monday","Frueling",TRUE,NA,0,15.775,16,5,TRUE
"1630",2019-04-23,1,223.838376028919,"Tuesday","Frueling",FALSE,NA,0,14.225,19,5,TRUE
"1631",2019-04-25,1,147.356983291321,"Thursday","Frueling",FALSE,NA,0,19.6125,7,NA,TRUE
"1632",2019-04-26,1,140.142103531186,"Friday","Frueling",FALSE,NA,7,14.975,16,95,TRUE
"1633",2019-04-27,1,145.276597144117,"Saturday","Frueling",FALSE,NA,5,16.2125,13,0,TRUE
"1634",2019-04-28,1,91.9158084196627,"Sunday","Frueling",FALSE,NA,7,9.85,10,61,TRUE
"1635",2019-04-29,1,161.765054987528,"Monday","Frueling",FALSE,NA,3,13.6125,12,10,TRUE
"1636",2019-04-30,1,201.964987645823,"Tuesday","Frueling",FALSE,NA,6,17.65,11,0,TRUE
"1637",2019-05-04,1,165.804181995608,"Saturday","Frueling",FALSE,NA,5,7.3,15,61,TRUE
"1638",2019-05-05,1,65.3587627162971,"Sunday","Frueling",FALSE,NA,5,10.6875,15,NA,TRUE
"1639",2019-05-06,1,140.519627019684,"Monday","Frueling",FALSE,NA,3,9.1625,18,61,TRUE
"1640",2019-05-07,1,168.976262342693,"Tuesday","Frueling",FALSE,NA,3,9.6625,14,21,TRUE
"1641",2019-05-08,1,118.792475571139,"Wednesday","Frueling",FALSE,NA,6,12.8125,8,61,TRUE
"1642",2019-05-09,1,165.940484010522,"Thursday","Frueling",FALSE,NA,6,15,7,61,TRUE
"1643",2019-05-10,1,196.214357505802,"Friday","Frueling",FALSE,NA,7,10.4625,11,61,TRUE
"1644",2019-05-12,1,76.6070193885257,"Sunday","Frueling",FALSE,NA,1,13.0125,16,5,TRUE
"1645",2019-05-14,1,114.196058477499,"Tuesday","Frueling",FALSE,NA,7,12.3375,9,NA,TRUE
